confidence,latitude,longitude,majority,crop,avg_temperature,koppen_code,ClimateCode,Climate
96.2586699,34.32315338,-90.96378876,5,Soybeans,16.76441673,9,Cfa,Humid Subtropical
96.24229686,33.6925228,-90.83766263,5,Soybeans,17.23477081,9,Cfa,Humid Subtropical
96.17414502,36.84567564,-89.26108605,5,Soybeans,14.28795819,9,Cfa,Humid Subtropical
95.92458004,35.96279285,-90.01784281,5,Soybeans,15.42516687,9,Cfa,Humid Subtropical
95.8594296,33.62945975,-90.83766263,5,Soybeans,17.48985406,9,Cfa,Humid Subtropical
95.76275574,33.31414446,-90.83766263,5,Soybeans,17.69879182,9,Cfa,Humid Subtropical
95.74885724,35.64747757,-90.14396894,5,Soybeans,15.76891681,9,Cfa,Humid Subtropical
95.28652795,33.6925228,-90.77459957,5,Soybeans,17.2747707,9,Cfa,Humid Subtropical
95.26498471,33.94477503,-90.7115365,5,Soybeans,17.11052084,9,Cfa,Humid Subtropical
80.67314482,40.94477418,-84.15297795,5,Soybeans,9.977874955,18,Dfa,Hot Summer Continental
79.18290925,41.00783724,-84.34216713,5,Soybeans,9.781354139,18,Dfa,Hot Summer Continental
78.74853097,39.99882838,-93.6124374,5,Soybeans,11.40831259,18,Dfa,Hot Summer Continental
78.63826847,41.13396334,-84.34216713,5,Soybeans,9.781354139,18,Dfa,Hot Summer Continental
75.7044365,41.76459387,-83.90072569,5,Soybeans,9.2265836,18,Dfa,Hot Summer Continental
75.44141532,45.1069356,-98.53135632,5,Soybeans,6.628187339,18,Dfa,Hot Summer Continental
75.3908453,45.3591878,-98.46829326,5,Soybeans,6.410562515,18,Dfa,Hot Summer Continental
75.35582718,40.94477418,-84.53135632,5,Soybeans,9.95681258,18,Dfa,Hot Summer Continental
75.20782394,40.88171113,-84.65748245,5,Soybeans,9.95681258,18,Dfa,Hot Summer Continental
73.79344148,41.76459387,-83.96378876,5,Soybeans,9.2265836,18,Dfa,Hot Summer Continental
93.71355159,47.44026843,-97.39622119,5,Soybeans,4.709770958,19,Dfb,Warm Summer Continental
91.41391184,47.56639452,-99.03586083,5,Soybeans,4.462374906,19,Dfb,Warm Summer Continental
90.30124669,46.80963794,-97.01784281,5,Soybeans,5.477458378,19,Dfb,Warm Summer Continental
89.67879898,47.44026843,-97.33315813,5,Soybeans,4.784666916,19,Dfb,Warm Summer Continental
89.05548831,46.80963794,-97.207032,5,Soybeans,5.415749947,19,Dfb,Warm Summer Continental
88.49201418,49.01684462,-101.7475725,5,Soybeans,3.493374884,19,Dfb,Warm Summer Continental
88.48785078,47.44026843,-97.52234731,5,Soybeans,4.628500005,19,Dfb,Warm Summer Continental
88.31560884,47.31414233,-97.90072569,5,Soybeans,4.486750086,19,Dfb,Warm Summer Continental
86.85302486,48.95378157,-101.7475725,5,Soybeans,3.674833496,19,Dfb,Warm Summer Continental
86.05055877,47.44026843,-97.45928425,5,Soybeans,4.709770958,19,Dfb,Warm Summer Continental
99.25649608,49.01684462,-112.216041,21,Barley,5.861041758,6,BSk,Cold Semi-Arid
95.45935021,49.01684462,-111.8376626,21,Barley,6.085229062,6,BSk,Cold Semi-Arid
87.52107574,47.62945757,-111.9007257,21,Barley,7.283333153,6,BSk,Cold Semi-Arid
86.82611566,43.59342238,-112.2791041,21,Barley,5.971125029,6,BSk,Cold Semi-Arid
70.13674922,42.77360271,-113.7926176,21,Barley,8.197270801,6,BSk,Cold Semi-Arid
83.06731431,44.03486374,-111.2700951,21,Barley,4.170166701,19,Dfb,Warm Summer Continental
76.74857024,44.03486374,-111.3331581,21,Barley,4.170166701,19,Dfb,Warm Summer Continental
74.61142948,43.97180069,-111.207032,21,Barley,4.184145729,19,Dfb,Warm Summer Continental
74.4621085,43.59342238,-111.9007257,21,Barley,6.314874964,19,Dfb,Warm Summer Continental
94.62069451,48.57540329,-104.2700951,22,Durum Wheat,5.434250126,6,BSk,Cold Semi-Arid
91.94612432,48.57540329,-104.3331581,22,Durum Wheat,5.434250126,6,BSk,Cold Semi-Arid
90.58283801,48.89071852,-105.6574824,22,Durum Wheat,7.878416528,6,BSk,Cold Semi-Arid
75.34702311,48.89071852,-104.7745996,22,Durum Wheat,5.562645922,6,BSk,Cold Semi-Arid
73.8335123,49.01684462,-106.4773023,22,Durum Wheat,4.377999981,6,BSk,Cold Semi-Arid
71.326457,46.80963794,-104.0809059,22,Durum Wheat,6.749208405,6,BSk,Cold Semi-Arid
99.53623378,49.01684462,-105.4682933,23,Spring Wheat,6.855333469,6,BSk,Cold Semi-Arid
99.44495233,49.01684462,-106.2881131,23,Spring Wheat,4.522541781,6,BSk,Cold Semi-Arid
98.45954081,48.70152938,-106.0989239,23,Spring Wheat,5.814291686,6,BSk,Cold Semi-Arid
95.69712943,46.3681966,-102.6304554,23,Spring Wheat,5.923520654,6,BSk,Cold Semi-Arid
94.69329085,46.43125965,-102.6304554,23,Spring Wheat,5.923520654,6,BSk,Cold Semi-Arid
93.37735569,46.43125965,-102.6935185,23,Spring Wheat,5.990625064,6,BSk,Cold Semi-Arid
90.57783844,48.63846633,-106.3511761,23,Spring Wheat,5.355270882,6,BSk,Cold Semi-Arid
89.9313598,48.63846633,-106.0989239,23,Spring Wheat,5.959854121,6,BSk,Cold Semi-Arid
89.8914846,48.3231511,-104.9007257,23,Spring Wheat,6.991229124,6,BSk,Cold Semi-Arid
89.80118164,46.30513355,-103.0718969,23,Spring Wheat,6.164124921,6,BSk,Cold Semi-Arid
97.9533884,47.50333147,-117.9547797,23,Spring Wheat,7.83943751,13,Csb,Mediterranean (warm summer)
95.25948622,47.62945757,-118.0178428,23,Spring Wheat,7.830187415,13,Csb,Mediterranean (warm summer)
94.15185741,47.50333147,-117.8917167,23,Spring Wheat,7.83943751,13,Csb,Mediterranean (warm summer)
90.38391987,47.62945757,-117.8917167,23,Spring Wheat,7.83943751,13,Csb,Mediterranean (warm summer)
90.2962963,47.62945757,-118.0809059,23,Spring Wheat,7.830187415,13,Csb,Mediterranean (warm summer)
90.18407966,47.37720538,-118.0178428,23,Spring Wheat,8.519145856,13,Csb,Mediterranean (warm summer)
89.15906476,47.81864671,-118.5854104,23,Spring Wheat,7.939312627,13,Csb,Mediterranean (warm summer)
87.69027377,47.69252062,-117.8286536,23,Spring Wheat,8.043812588,13,Csb,Mediterranean (warm summer)
84.31278016,47.62945757,-117.8286536,23,Spring Wheat,8.028833296,13,Csb,Mediterranean (warm summer)
82.65238427,47.69252062,-117.9547797,23,Spring Wheat,7.980166579,13,Csb,Mediterranean (warm summer)
92.50121488,46.62044879,-102.3151401,23,Spring Wheat,5.823604306,19,Dfb,Warm Summer Continental
90.33546716,46.80963794,-102.1259509,23,Spring Wheat,5.684187581,19,Dfb,Warm Summer Continental
89.9308259,46.62044879,-102.3782032,23,Spring Wheat,5.709437589,19,Dfb,Warm Summer Continental
87.9086555,46.80963794,-102.189014,23,Spring Wheat,5.840791742,19,Dfb,Warm Summer Continental
87.18504905,46.80963794,-101.9367617,23,Spring Wheat,5.678270767,19,Dfb,Warm Summer Continental
86.33926532,47.06189013,-102.3782032,23,Spring Wheat,5.845041653,19,Dfb,Warm Summer Continental
84.46739123,46.43125965,-102.4412662,23,Spring Wheat,5.905416588,19,Dfb,Warm Summer Continental
83.90091372,43.84567459,-111.4592843,23,Spring Wheat,4.865333299,19,Dfb,Warm Summer Continental
82.95527951,46.68351184,-102.3151401,23,Spring Wheat,5.840791742,19,Dfb,Warm Summer Continental
82.90081873,46.49432269,-102.4412662,23,Spring Wheat,5.905416588,19,Dfb,Warm Summer Continental
92.3309274,46.62044879,-102.5043293,23,Spring Wheat,5.657354057,27,Dwb,Monsoon-Influenced Warm Summer Continental
89.61414021,46.99882709,-102.5043293,23,Spring Wheat,5.805541744,27,Dwb,Monsoon-Influenced Warm Summer Continental
88.9244238,46.55738574,-102.6935185,23,Spring Wheat,5.718916704,27,Dwb,Monsoon-Influenced Warm Summer Continental
87.05888504,46.99882709,-102.7565815,23,Spring Wheat,5.73402076,27,Dwb,Monsoon-Influenced Warm Summer Continental
85.40277572,46.62044879,-102.4412662,23,Spring Wheat,5.709437589,27,Dwb,Monsoon-Influenced Warm Summer Continental
84.85398262,46.62044879,-102.5673924,23,Spring Wheat,5.657354057,27,Dwb,Monsoon-Influenced Warm Summer Continental
84.16997676,46.55738574,-102.6304554,23,Spring Wheat,5.657354057,27,Dwb,Monsoon-Influenced Warm Summer Continental
83.95205283,46.68351184,-103.0718969,23,Spring Wheat,5.981666783,27,Dwb,Monsoon-Influenced Warm Summer Continental
82.96291797,46.68351184,-102.5043293,23,Spring Wheat,5.749458353,27,Dwb,Monsoon-Influenced Warm Summer Continental
79.31968742,46.99882709,-102.8827077,23,Spring Wheat,5.788916578,27,Dwb,Monsoon-Influenced Warm Summer Continental
91.82670164,45.8636922,-118.8376626,24,Winter Wheat,10.92758344,6,BSk,Cold Semi-Arid
91.54622012,45.7375661,-118.7745996,24,Winter Wheat,10.61766669,6,BSk,Cold Semi-Arid
91.26684389,36.34117119,-101.4322572,24,Winter Wheat,13.64081266,6,BSk,Cold Semi-Arid
89.86079593,36.65648647,-120.4142392,24,Winter Wheat,16.89672911,6,BSk,Cold Semi-Arid
89.76087412,34.70153172,-102.5043293,24,Winter Wheat,13.36506233,6,BSk,Cold Semi-Arid
88.28394599,36.40423425,-100.8646897,24,Winter Wheat,13.38972929,6,BSk,Cold Semi-Arid
86.82471383,36.34117119,-101.3061311,24,Winter Wheat,13.59395848,6,BSk,Cold Semi-Arid
83.82243902,36.15198202,-101.6845095,24,Winter Wheat,13.23993755,6,BSk,Cold Semi-Arid
83.77320542,46.99882709,-118.8376626,24,Winter Wheat,9.960520585,6,BSk,Cold Semi-Arid
82.98786628,36.15198202,-101.6214464,24,Winter Wheat,13.59729178,6,BSk,Cold Semi-Arid
95.94143516,34.1339642,-99.09892389,24,Winter Wheat,17.15935405,9,Cfa,Humid Subtropical
92.92836245,36.71954953,-98.59441939,24,Winter Wheat,14.69720821,9,Cfa,Humid Subtropical
92.38843495,36.65648647,-98.53135632,24,Winter Wheat,14.82958339,9,Cfa,Humid Subtropical
91.85121836,34.1339642,-99.03586083,24,Winter Wheat,17.15935405,9,Cfa,Humid Subtropical
91.68256024,33.50333363,-99.66649146,24,Winter Wheat,17.41956226,9,Cfa,Humid Subtropical
91.46118839,33.62945975,-99.35117614,24,Winter Wheat,17.37256257,9,Cfa,Humid Subtropical
91.45745254,33.50333363,-99.6034284,24,Winter Wheat,17.41956226,9,Cfa,Humid Subtropical
90.38544145,36.97180175,-98.46829326,24,Winter Wheat,14.63700003,9,Cfa,Humid Subtropical
90.12480229,36.71954953,-97.7115365,24,Winter Wheat,14.83060417,9,Cfa,Humid Subtropical
89.53213824,35.39522534,-98.97279777,24,Winter Wheat,15.50672905,9,Cfa,Humid Subtropical
98.41202336,45.7375661,-118.4592843,24,Winter Wheat,9.546062559,12,Csa,Mediterranean (hot summer)
97.35203169,46.17900745,-118.1439689,24,Winter Wheat,10.01529175,12,Csa,Mediterranean (hot summer)
95.16264574,46.05288135,-118.207032,24,Winter Wheat,10.90100007,12,Csa,Mediterranean (hot summer)
95.07952981,46.2420705,-118.207032,24,Winter Wheat,10.88131251,12,Csa,Mediterranean (hot summer)
94.08338636,46.3681966,-118.0809059,24,Winter Wheat,10.53460408,12,Csa,Mediterranean (hot summer)
90.30341984,46.1159444,-118.1439689,24,Winter Wheat,8.583458419,12,Csa,Mediterranean (hot summer)
89.50676625,46.17900745,-118.2700951,24,Winter Wheat,10.88131251,12,Csa,Mediterranean (hot summer)
87.01768221,46.17900745,-118.207032,24,Winter Wheat,10.88131251,12,Csa,Mediterranean (hot summer)
85.42746701,45.80062915,-118.6484734,24,Winter Wheat,10.46970844,12,Csa,Mediterranean (hot summer)
78.95676701,45.7375661,-118.6484734,24,Winter Wheat,10.46970844,12,Csa,Mediterranean (hot summer)
80.50087992,47.12495318,-117.1349599,24,Winter Wheat,8.087687428,13,Csb,Mediterranean (warm summer)
78.59378555,46.62044879,-117.0088338,24,Winter Wheat,8.282562544,13,Csb,Mediterranean (warm summer)
77.2844638,46.2420705,-118.0809059,24,Winter Wheat,10.01529175,13,Csb,Mediterranean (warm summer)
76.93053166,46.3681966,-117.8917167,24,Winter Wheat,10.29531241,13,Csb,Mediterranean (warm summer)
76.08545976,46.17900745,-118.0809059,24,Winter Wheat,10.01529175,13,Csb,Mediterranean (warm summer)
74.93804845,46.62044879,-117.0718969,24,Winter Wheat,8.282562544,13,Csb,Mediterranean (warm summer)
74.48809816,47.18801623,-117.1349599,24,Winter Wheat,7.956458429,13,Csb,Mediterranean (warm summer)
79.88611311,31.23306353,-96.82865362,28,Oats,19.380229,9,Cfa,Humid Subtropical
75.5893133,31.17000048,-96.95477975,28,Oats,19.41006207,9,Cfa,Humid Subtropical
97.86424989,43.84567459,-112.3421671,36,Alfalfa,5.843604187,6,BSk,Cold Semi-Arid
97.72407114,43.97180069,-112.5944194,36,Alfalfa,5.931291615,6,BSk,Cold Semi-Arid
97.19519108,42.45828745,-113.2881131,36,Alfalfa,8.547312533,6,BSk,Cold Semi-Arid
95.75401998,41.95378303,-112.9097347,36,Alfalfa,8.504791607,6,BSk,Cold Semi-Arid
95.6421081,45.9898183,-118.5223473,36,Alfalfa,10.74243757,6,BSk,Cold Semi-Arid
94.84781535,38.1699998,-102.6304554,36,Alfalfa,11.31724997,6,BSk,Cold Semi-Arid
94.805739,43.90873764,-112.5313563,36,Alfalfa,5.931291615,6,BSk,Cold Semi-Arid
93.46533673,43.84567459,-112.4682933,36,Alfalfa,5.843604187,6,BSk,Cold Semi-Arid
92.38125799,47.44026843,-107.4232482,36,Alfalfa,6.504000189,6,BSk,Cold Semi-Arid
91.48137836,38.1699998,-102.5673924,36,Alfalfa,11.31724997,6,BSk,Cold Semi-Arid
95.07608384,32.62045082,-114.8016266,36,Alfalfa,22.48770849,7,BWh,Hot Desert
92.12117261,32.93576611,-112.9097347,36,Alfalfa,22.35212485,7,BWh,Hot Desert
91.66370844,33.94477503,-114.4232482,36,Alfalfa,22.0928332,7,BWh,Hot Desert
91.04242986,33.37720751,-112.6574824,36,Alfalfa,21.82272903,7,BWh,Hot Desert
89.59836381,33.81864892,-114.4863113,36,Alfalfa,22.51268737,7,BWh,Hot Desert
87.48607492,33.50333363,-114.6755005,36,Alfalfa,23.14924995,7,BWh,Hot Desert
85.75599976,33.37720751,-113.161987,36,Alfalfa,22.10006237,7,BWh,Hot Desert
85.6540443,33.06189223,-115.5583834,36,Alfalfa,22.34443792,7,BWh,Hot Desert
85.35767874,34.00783809,-114.4232482,36,Alfalfa,22.75518719,7,BWh,Hot Desert
84.17192649,32.99882917,-115.3691942,36,Alfalfa,22.29702075,7,BWh,Hot Desert
95.85005706,40.12495449,-118.4592843,36,Alfalfa,10.64366671,8,BWk,Cold Desert
87.43132186,40.06189143,-118.5223473,36,Alfalfa,11.2465,8,BWk,Cold Desert
78.72711001,39.36819784,-118.7745996,36,Alfalfa,11.00943758,8,BWk,Cold Desert
71.20063281,39.43126089,-118.7745996,36,Alfalfa,11.00943758,8,BWk,Cold Desert
79.5891015,41.95378303,-111.9637888,36,Alfalfa,8.039708306,9,Cfa,Humid Subtropical
75.22726774,41.89071998,-112.216041,36,Alfalfa,7.691020836,9,Cfa,Humid Subtropical
91.44443985,45.9898183,-118.4592843,36,Alfalfa,11.05006257,12,Csa,Mediterranean (hot summer)
89.6669617,46.93576404,-117.5764014,36,Alfalfa,9.542666656,12,Csa,Mediterranean (hot summer)
86.30641342,46.87270099,-117.7655906,36,Alfalfa,9.829312605,12,Csa,Mediterranean (hot summer)
85.05947813,45.29612475,-117.8917167,36,Alfalfa,8.528229197,12,Csa,Mediterranean (hot summer)
81.16451537,46.93576404,-117.6394644,36,Alfalfa,9.542666656,12,Csa,Mediterranean (hot summer)
76.05545789,47.06189013,-117.7025275,36,Alfalfa,9.479979222,12,Csa,Mediterranean (hot summer)
74.47604285,37.85468453,-121.4863113,36,Alfalfa,15.68306239,12,Csa,Mediterranean (hot summer)
73.49361018,37.79162147,-121.3601852,36,Alfalfa,16.16322915,12,Csa,Mediterranean (hot summer)
70.5836949,46.80963794,-117.5133383,36,Alfalfa,10.29681251,12,Csa,Mediterranean (hot summer)
70.40543793,37.79162147,-121.4863113,36,Alfalfa,16.16322915,12,Csa,Mediterranean (hot summer)
96.04356115,41.95378303,-121.4232482,36,Alfalfa,8.551999933,13,Csb,Mediterranean (warm summer)
93.04327899,41.51234166,-122.8736987,36,Alfalfa,10.11006251,13,Csb,Mediterranean (warm summer)
90.23866345,41.95378303,-121.4863113,36,Alfalfa,8.551999933,13,Csb,Mediterranean (warm summer)
83.41147393,42.01684608,-121.5493743,36,Alfalfa,8.016875029,13,Csb,Mediterranean (warm summer)
82.89170277,42.01684608,-121.4232482,36,Alfalfa,8.086749981,13,Csb,Mediterranean (warm summer)
79.19216894,42.01684608,-121.4863113,36,Alfalfa,8.086749981,13,Csb,Mediterranean (warm summer)
76.32294267,41.95378303,-121.3601852,36,Alfalfa,8.551999933,13,Csb,Mediterranean (warm summer)
76.23166989,43.27810712,-114.9908158,36,Alfalfa,5.797708228,13,Csb,Mediterranean (warm summer)
74.71922864,43.27810712,-115.0538788,36,Alfalfa,5.743541593,13,Csb,Mediterranean (warm summer)
72.20673899,41.89071998,-121.4232482,36,Alfalfa,8.551999933,13,Csb,Mediterranean (warm summer)
82.83190578,42.07990914,-111.9637888,36,Alfalfa,7.686937531,18,Dfa,Hot Summer Continental
74.59938482,45.29612475,-96.76559056,36,Alfalfa,6.594750007,18,Dfa,Hot Summer Continental
91.30814169,37.22405397,-105.9727978,36,Alfalfa,5.542895904,19,Dfb,Warm Summer Continental
86.9663142,37.09792786,-105.9727978,36,Alfalfa,5.957687527,19,Dfb,Warm Summer Continental
85.37853651,37.28711703,-106.0358608,36,Alfalfa,5.515395784,19,Dfb,Warm Summer Continental
81.72936997,37.41324314,-106.0358608,36,Alfalfa,5.23520831,19,Dfb,Warm Summer Continental
81.49018495,46.93576404,-109.6304554,36,Alfalfa,5.398416887,19,Dfb,Warm Summer Continental
77.6298125,37.35018008,-106.0358608,36,Alfalfa,5.23520831,19,Dfb,Warm Summer Continental
76.08239603,43.78261154,-83.33315813,36,Alfalfa,7.734062361,19,Dfb,Warm Summer Continental
74.03957701,43.84567459,-83.207032,36,Alfalfa,7.597645832,19,Dfb,Warm Summer Continental
73.66441673,43.84567459,-82.76559056,36,Alfalfa,7.460416779,19,Dfb,Warm Summer Continental
72.37035625,42.83666576,-111.9637888,36,Alfalfa,4.902312621,19,Dfb,Warm Summer Continental
96.18502452,43.34117018,-114.9277527,36,Alfalfa,4.68270837,23,Dsb,Mediterranean Continental (warm summer)
